GCF_000006645_00001 mioC
GCF_000016945_01336 group_2316
GCF_000016945_01370 group_5001
GCF_000016945_01371 group_5002
GCF_000016945_01372 group_5003
GCF_000016945_01377 group_5004
GCF_000016945_01431 group_2969
GCF_000016945_01434 group_5005
GCF_000016945_01480 group_5006
GCF_000016945_01481 group_2972
GCF_000016945_01489 group_1471
GCF_000016945_01495 group_5007
GCF_000016945_01511 group_5008
GCF_000016945_01523 cvrA
GCF_000016945_01524 group_5010
GCF_000016945_01525 mdoC
GCF_000016945_01526 mdoG
GCF_000016945_01527 mdoH
GCF_000016945_01528 group_3851
GCF_000016945_01529 dtpT
GCF_000016945_01530 lpxL
GCF_000016945_01595 group_1476
GCF_000016945_01610 group_725
GCF_000016945_01620 group_2384
GCF_000016945_01632 group_1676
GCF_000016945_01667 group_2393
GCF_000016945_01688 group_9010
GCF_000016945_01690 group_2400
GCF_000016945_01721 group_3852
GCF_000016945_01722 group_2406
GCF_000016945_01728 group_615
GCF_000016945_01731 group_5014
GCF_000016945_01738 group_8995
GCF_000016945_01794 group_1277
GCF_000016945_01816 group_2437
GCF_000016945_01819 group_3853
GCF_000016945_01820 rbsA_5
GCF_000016945_01821 rbsC_7
GCF_000016945_01825 nhaC
GCF_000016945_01826 patB_2
GCF_000016945_01827 group_5017
GCF_000016945_01828 group_6290
GCF_000016945_01829 group_1946
GCF_000016945_01830 adh
GCF_000016945_01831 group_1948
GCF_000016945_01832 ydfG
GCF_000016945_01833 group_5020
GCF_000016945_01838 group_733
GCF_000016945_01845 group_5022
GCF_000016945_01846 group_1481
GCF_000016945_01847 add
GCF_000016945_01886 group_5024
GCF_000016945_01929 group_2442
GCF_000016945_01966 group_1303
GCF_000016945_02002 group_1949
GCF_000016945_02003 group_5025
GCF_000016945_02021 group_5026
GCF_000016945_02038 group_5027
GCF_000016945_02052 group_8888
GCF_000016945_02062 oleD_1
GCF_000016945_02119 yehC
GCF_000016945_02124 group_2496
GCF_000016945_02129 group_5029
GCF_000016945_02146 group_5030
GCF_000016945_02147 group_3855
GCF_000016945_02148 group_675
GCF_000016945_02149 group_678
GCF_000016945_02150 group_3859
GCF_000016945_02151 group_1483
GCF_000016945_02152 group_3860
GCF_000016945_02153 group_2979
GCF_000016945_02154 group_2500
GCF_000016945_02155 group_9918
GCF_000016945_02156 group_5032
GCF_000016945_02157 group_5033
GCF_000016945_02158 group_5034
GCF_000016945_02159 group_5035
GCF_000016945_02160 group_5036
GCF_000016945_02161 group_5037
GCF_000016945_02162 group_5038
GCF_000016945_02163 group_5039
GCF_000016945_02164 group_5040
GCF_000016945_02165 group_5041
GCF_000016945_02166 group_5042
GCF_000016945_02167 group_5043
GCF_000016945_02168 group_5044
GCF_000016945_02169 group_5045
GCF_000016945_02170 group_5046
GCF_000016945_02171 group_5047
GCF_000016945_02172 group_5048
GCF_000016945_02173 group_5049
GCF_000016945_02174 group_5050
GCF_000016945_02175 group_5051
GCF_000016945_02176 group_5052
GCF_000016945_02177 group_5053
GCF_000016945_02178 group_5054
GCF_000016945_02179 group_5055
GCF_000016945_02180 group_5056
GCF_000016945_02181 group_5057
GCF_000016945_02182 group_5058
GCF_000016945_02183 group_5059
GCF_000016945_02184 relB
GCF_000016945_02185 relE
GCF_000016945_02186 group_5062
GCF_000016945_02187 group_5063
GCF_000016945_02188 group_5064
GCF_000016945_02189 group_5065
GCF_000016945_02190 group_5066
GCF_000016945_02191 group_5067
GCF_000016945_02192 group_5068
GCF_000016945_02193 group_5069
GCF_000016945_02194 group_5070
GCF_000016945_02195 group_5071
GCF_000016945_02196 group_5072
GCF_000016945_02197 group_5073
GCF_000016945_02198 group_5074
GCF_000016945_02199 ybcO
GCF_000016945_02200 group_5076
GCF_000016945_02202 group_5077
GCF_000016945_02207 group_5078
GCF_000016945_02208 group_5079
GCF_000016945_02209 group_5080
GCF_000016945_02210 group_5081
GCF_000016945_02211 group_5082
GCF_000016945_02212 group_5083
GCF_000016945_02213 group_5084
GCF_000016945_02292 group_1329
GCF_000016945_02300 group_5085
GCF_000016945_02318 betB_1
GCF_000016945_02404 group_2548
GCF_000016945_02407 group_5087
GCF_000016945_02415 group_1747
GCF_000016945_02435 group_2557
GCF_000016945_02438 group_3863
GCF_000016945_02440 group_5088
GCF_000016945_02446 group_5089
GCF_000016945_02447 group_2981
GCF_000016945_02449 group_5090
GCF_000016945_02450 group_777
GCF_000016945_02454 group_7433
GCF_000016945_02458 group_735
GCF_000016945_02462 group_391
GCF_000016945_02463 group_786
GCF_000016945_02467 group_1755
GCF_000016945_02480 group_1342
GCF_000016945_02481 group_469
GCF_000016945_02498 group_2985
GCF_000016945_02505 fabF_3
GCF_000016945_02509 group_2562
GCF_000016945_02534 group_5091
GCF_000016945_02689 group_2605
GCF_000016945_02698 group_5092
GCF_000016945_02699 group_3865
GCF_000016945_02719 group_5093
GCF_000016945_02721 group_1352
GCF_000016945_02747 group_836
GCF_000016945_02800 group_5094
GCF_000016945_02873 group_2221
GCF_000016945_02875 group_3867
GCF_000016945_02876 group_5095
GCF_000016945_02877 group_968
GCF_000016945_02878 group_5097
GCF_000016945_02879 group_790
GCF_000016945_02880 group_2986
GCF_000016945_02881 group_1128
GCF_000016945_02882 group_2990
GCF_000016945_02883 group_5098
GCF_000016945_02884 group_3869
GCF_000016945_02885 group_3870
GCF_000016945_02886 group_1486
GCF_000016945_02887 group_2992
GCF_000016945_02888 group_5099
GCF_000016945_02889 group_3871
GCF_000016945_02890 group_5100
GCF_000016945_02891 group_3872
GCF_000016945_02892 group_5101
GCF_000016945_02893 group_5102
GCF_000016945_02894 group_3873
GCF_000016945_02899 group_1238
GCF_000016945_02915 group_5103
GCF_000016945_02922 group_1619
GCF_000016945_02935 group_1233
GCF_000016945_02937 rluF
GCF_000016945_02946 group_5106
GCF_000016945_03115 group_1001
GCF_000016945_03195 group_2993
GCF_000016945_03200 group_2159
GCF_000016945_03210 group_5107
GCF_000016945_03211 group_5108
GCF_000016945_03243 group_883
GCF_000016945_03297 group_2133
GCF_000016945_03336 group_1837
GCF_000016945_03390 group_1131
GCF_000016945_03459 group_680
GCF_000016945_03460 group_5109
GCF_000016945_03461 group_683
GCF_000016945_03462 group_2997
GCF_000016945_03610 group_3603
GCF_000016945_03611 group_5110
GCF_000016945_03612 group_5111
GCF_000016945_03613 group_5112
GCF_000016945_03614 group_5113
GCF_000016945_03615 group_5114
GCF_000016945_03616 group_5115
GCF_000016945_03617 rhsA_2
GCF_000016945_03618 group_5116
GCF_000016945_03619 group_5117
GCF_000016945_03620 group_1138
GCF_000016945_03621 group_3879
GCF_000016945_03622 group_2998
GCF_000016945_03623 group_5118
GCF_000016945_03624 group_5119
GCF_000016945_03625 group_3880
GCF_000016945_03626 group_5120
GCF_000016945_03627 group_5121
GCF_000016945_03628 group_5122
GCF_000016945_03629 group_5123
GCF_000016945_03630 group_3881
GCF_000016945_03631 group_5124
GCF_000016945_03632 group_3000
GCF_000016945_03633 group_3001
GCF_000016945_03634 group_5125
GCF_000016945_03635 group_3882
GCF_000016945_03636 group_5126
GCF_000016945_03637 group_5127
GCF_000016945_03638 group_3883
GCF_000016945_03639 group_3002
GCF_000016945_03640 group_5128
GCF_000016945_03641 group_5129
GCF_000016945_03642 group_5130
GCF_000016945_03643 group_1490
GCF_000016945_03644 group_1139
GCF_000016945_03645 group_5131
GCF_000016945_03646 group_3884
GCF_000016945_03647 group_5132
GCF_000016945_03648 group_5133
GCF_000016945_03649 group_5134
GCF_000016945_03650 group_5135
GCF_000016945_03651 group_3885
GCF_000016945_03652 group_3886
GCF_000016945_03653 group_3887
GCF_000016945_03654 group_5136
GCF_000016945_03655 tcpT
GCF_000016945_03656 group_3888
GCF_000016945_03657 group_3889
GCF_000016945_03658 bfpB
GCF_000016945_03659 group_3890
GCF_000016945_03660 group_3891
GCF_000016945_03661 group_5138
GCF_000016945_03662 group_5139
GCF_000016945_03663 group_3004
GCF_000016945_03664 group_3892
GCF_000016945_03665 group_5140
GCF_000016945_03666 group_5141
GCF_000016945_03667 group_5142
GCF_000016945_03668 group_5143
GCF_000016945_03669 group_5144
GCF_000016945_03670 group_5145
GCF_000016945_03671 group_5146
GCF_000016945_03675 group_5147
GCF_000016945_03703 group_3893
GCF_000016945_03765 group_5148
GCF_000016945_03930 group_3005
GCF_000016945_03944 group_5149
GCF_000016945_03948 group_5151
GCF_000016945_03949 group_3894
GCF_000016945_03951 group_5152
GCF_000016945_03954 group_2827
GCF_000016945_03971 group_5153
GCF_000016945_03972 group_5154
GCF_000016945_03973 group_5155
GCF_000016945_03974 group_5156
GCF_000016945_03975 group_5157
GCF_000016945_03976 group_5158
GCF_000016945_03977 group_5159
GCF_000016945_03978 group_5160
GCF_000016945_03981 group_2822
GCF_000016945_03983 group_2819
GCF_000016945_04009 group_3895
GCF_000016945_04014 group_2858
GCF_000016945_04028 group_3896
GCF_000016945_04033 group_1405
GCF_000016945_04075 group_5161
GCF_000016945_04085 group_5162
GCF_000016945_04109 group_3897
GCF_000016945_04123 group_5163
GCF_000016945_04124 group_5164
GCF_000016945_04125 group_5165
GCF_000016945_04126 group_5166
GCF_000016945_04127 group_5167
GCF_000016945_04128 group_5168
GCF_000016945_04129 group_5169
GCF_000016945_04130 group_5170
GCF_000016945_04131 group_5171
GCF_000016945_04132 group_5172
GCF_000016945_04133 group_5173
GCF_000016945_04134 group_5174
GCF_000016945_04135 group_5175
GCF_000016945_04136 group_5176
GCF_000016945_04137 group_5177
GCF_000016945_04138 group_5178
GCF_000016945_04139 group_5179
GCF_000016945_04140 group_5180
GCF_000016945_04141 group_5181
GCF_000016945_04142 group_5182
GCF_000016945_04143 group_5183
GCF_000016945_04144 group_5184
GCF_000016945_04145 group_5185
GCF_000016945_04146 group_5186
GCF_000016945_04147 group_5187
GCF_000016945_04148 group_5188
GCF_000016945_04149 tcpE_1
GCF_000016945_04150 group_5190
GCF_000016945_04151 group_5191
GCF_000016945_04152 group_5192
GCF_000016945_04153 group_5193
GCF_000016945_04154 group_5194
GCF_000016945_04155 group_5195
GCF_000016945_04156 group_5196
GCF_000016945_04157 group_5197
GCF_000016945_04158 group_5198
GCF_000016945_04159 group_5199
GCF_000016945_04160 group_5200
GCF_000016945_04161 group_5201
GCF_000016945_04162 group_5202
GCF_000016945_04163 group_5203
GCF_000016945_04164 group_5204
GCF_000016945_04165 group_5205
GCF_000016945_04166 group_5206
GCF_000016945_04167 group_5207
GCF_000016945_04168 group_5208
GCF_000016945_04169 group_5209
GCF_000016945_04170 group_5210
GCF_000016945_04171 group_5211
GCF_000016945_04172 group_5212
GCF_000016945_04173 group_5213
GCF_000016945_04174 xerD_2
GCF_000016945_04175 traC_2
GCF_000016945_04176 group_5216
GCF_000016945_04177 group_5217
GCF_000016945_04178 group_5218
GCF_000016945_04179 traG
GCF_000016945_04180 group_5220
GCF_000016945_04181 traJ
GCF_000016945_04182 group_5222
GCF_000016945_04183 traL
GCF_000016945_04184 traM
GCF_000016945_04185 group_5225
GCF_000016945_04186 traB
GCF_000016945_04187 group_5227
GCF_000016945_04188 group_5228
GCF_000016945_04189 group_5229
GCF_000016945_04190 group_5230
GCF_000016945_04191 korB
GCF_000016945_04192 group_5232
GCF_000016945_04193 trfB
GCF_000016945_04194 group_5234
GCF_000016945_04195 group_5235
GCF_000016945_04196 group_3898
GCF_000016945_04197 group_5236
GCF_000016945_04198 group_5237
GCF_000016945_04199 group_5238
GCF_000016945_04200 group_5239
GCF_000016945_04201 group_5240
GCF_000016945_04202 group_5241
GCF_000016945_04203 group_5242
GCF_000016945_04204 group_5243
GCF_000016945_04205 group_5244
GCF_000016945_04206 group_5245
GCF_000016945_04207 group_5246
GCF_000016945_04208 sctC_5
GCF_000016945_04209 group_5248
GCF_000016945_04210 group_5249
GCF_000016945_04211 group_5250
GCF_000016945_04212 tcpE
GCF_000016945_04213 group_5252
GCF_000016945_04214 group_5253
GCF_000016945_04215 group_3899
GCF_000016945_04216 group_5254
GCF_000016945_04217 group_5255
GCF_000016945_04218 group_5256
GCF_000016945_04219 group_5257
GCF_000016945_04220 group_5258
GCF_000016945_04221 group_5259
GCF_000016945_04222 group_5260
GCF_000016945_04223 group_5261
GCF_000016945_04224 group_5262
GCF_000016945_04225 group_5263
GCF_000016945_04226 topA_3
GCF_000016945_04227 group_5265
GCF_000016945_04228 topB_2
GCF_000016945_04229 group_5267
GCF_000016945_04230 group_5268
GCF_000016945_04231 group_3900
GCF_000016945_04232 group_5269
GCF_000016945_04233 group_5270
GCF_000016945_04234 group_5271
GCF_000016945_04235 group_5272
GCF_000016945_04236 group_5273
GCF_000016945_04237 group_5274
GCF_000016945_04238 group_5275
GCF_000016945_04239 group_5276
GCF_000016945_04240 group_5277
GCF_000016945_04241 group_5278
GCF_000016945_04242 group_5279
GCF_000016945_04243 group_5280
GCF_000016945_04244 group_5281
GCF_000016945_04245 hha
GCF_000016945_04246 group_5283
GCF_000016945_04247 group_5284
GCF_000016945_04248 group_5285
GCF_000016945_04249 group_5286
GCF_000016945_04250 group_5287
GCF_000016945_04251 group_5288
GCF_000016945_04252 group_5289
GCF_000016945_04253 group_5290
GCF_000016945_04254 group_5291
GCF_000016945_04255 group_5292
GCF_000016945_04256 umuD
GCF_000016945_04257 umuC
GCF_000016945_04258 group_5295
GCF_000016945_04259 group_5296
GCF_000016945_04260 group_5297
GCF_000016945_04261 group_5298
GCF_000016945_04262 group_5299
GCF_000016945_04263 group_5300
GCF_000016945_04264 group_5301
GCF_000016945_04265 ymoA_2
GCF_000016945_04266 group_5303
GCF_000016945_04267 group_5304
GCF_000016945_04268 group_5305
GCF_000016945_04269 egtB
GCF_000016945_04270 group_5307
GCF_000016945_04271 group_5308
GCF_000016945_04272 group_5309
GCF_000016945_04273 group_5310
GCF_000016945_04274 group_5311
GCF_000016945_04275 group_5312
GCF_000016945_04276 group_5313
GCF_000016945_04277 group_5314
GCF_000016945_04278 group_5315
GCF_000016945_04279 tnsA
GCF_000016945_04280 group_5316
GCF_000016945_04281 group_5317
GCF_000016945_04282 group_5318
GCF_000016945_04283 group_5319
GCF_000016945_04284 mazF
GCF_000016945_04285 mazE
GCF_000016945_04286 group_5322
GCF_000016945_04287 group_5323
GCF_000016945_04288 group_5324
GCF_000016945_04289 group_5325
GCF_000016945_04290 group_5326
GCF_000016945_04291 group_5327
GCF_000016945_04292 group_5328
GCF_000016945_04293 group_5329
GCF_000016945_04294 group_5330
GCF_000016945_04295 group_5331
GCF_000016945_04296 group_5332
GCF_000016945_04297 group_5333
GCF_000016945_04298 group_5334
GCF_000016945_04299 group_5335
GCF_000016945_04300 group_5336
GCF_000016945_04301 group_5337
GCF_000016945_04302 group_5338
GCF_000016945_04303 group_5339
GCF_000016945_04304 group_5340
GCF_000016945_04305 group_5341
GCF_000016945_04306 group_5342
GCF_000016945_04307 group_5343
GCF_000016945_04308 nucA
GCF_000016945_04309 group_5345
GCF_000016945_04310 xerC_6
GCF_000016945_04311 group_5347
GCF_000016945_04312 group_5348
GCF_000016945_04313 group_5349
GCF_000016945_04314 group_5350
GCF_000016945_04315 group_5351
GCF_000016945_04316 group_5352
GCF_000016945_04317 group_5353
GCF_000016945_04318 group_5354
GCF_000016945_04319 group_5355
GCF_000016945_04320 group_5356
GCF_000016945_04321 group_5357
GCF_000016945_04322 group_5358
GCF_000016945_04323 group_7590
GCF_000016945_04324 group_5359
GCF_000016945_04325 group_5360
GCF_000016945_04326 group_5361
GCF_000016945_04327 group_5362
GCF_000016945_04328 group_5363
GCF_000016945_04329 group_5364
GCF_000016945_04330 group_5365
GCF_000016945_04331 group_5366
GCF_000016945_04332 group_5367
GCF_000016945_04333 group_5368
GCF_000016945_04334 group_5369
GCF_000016945_04335 group_5370
GCF_000016945_04336 group_5371
GCF_000016945_04337 group_5372
GCF_000016945_04338 group_5373
GCF_000016945_04339 group_5374
GCF_000016945_04340 group_5375
GCF_000016945_04341 group_5376
GCF_000016945_04342 group_5377
GCF_000016945_04343 group_5378
GCF_000016945_04344 group_5379
GCF_000016945_04345 group_5380
GCF_000016945_04346 group_5381
GCF_000016945_04347 hns_2
GCF_000016945_04348 group_5383
GCF_000016945_04349 group_3902
GCF_000016945_04350 group_5384
GCF_000016945_04351 group_5385
GCF_000016945_04352 group_5386
GCF_000016945_04353 group_5387
GCF_000016945_04354 group_5388
GCF_000016945_04355 group_5389
GCF_000016945_04356 group_5390
GCF_000016945_04357 group_5391
GCF_000016945_04358 group_5392
GCF_000016945_04359 group_5393
GCF_000016945_04360 group_3903
GCF_000016945_04361 group_5394
GCF_000016945_04362 group_5395
GCF_000016945_04363 group_5396
GCF_000018805_00025 group_2804
GCF_000018805_00109 group_515
GCF_000018805_00181 group_1367
GCF_000018805_00184 group_5397
GCF_000018805_00190 group_1903
GCF_000018805_00204 flaC
GCF_000018805_00226 fliI_1
GCF_000018805_00269 group_1821
GCF_000018805_00529 group_9392
GCF_000018805_00542 group_517
GCF_000018805_00543 group_193
GCF_000018805_00549 group_1178
GCF_000018805_00556 glpQ_1
GCF_000018805_00559 glpA_1
GCF_000018805_00617 group_1403
GCF_000018805_00623 group_5399
GCF_000018805_00660 group_1193
GCF_000018805_00673 group_341
GCF_000018805_00731 group_270
GCF_000018805_00751 group_144
GCF_000018805_00752 group_2779
GCF_000018805_00785 group_8985
GCF_000018805_00875 group_1211
GCF_000018805_00885 group_1599
GCF_000018805_00888 group_320
GCF_000018805_01003 group_911
GCF_000018805_01019 group_235
GCF_000018805_01034 group_2758
GCF_000018805_01036 group_1379
GCF_000018805_01053 group_210
GCF_000018805_01067 icsA
GCF_000018805_01152 group_77
GCF_000018805_01153 group_76
GCF_000018805_01199 group_5400
GCF_000018805_01216 group_617
GCF_000018805_01218 group_706
GCF_000018805_01272 group_881
GCF_000018805_01302 yehW_1
GCF_000018805_01306 yehZ_1
GCF_000018805_01324 group_2622
GCF_000018805_01329 group_5401
GCF_000018805_01343 group_9400
GCF_000018805_01365 group_912
GCF_000018805_01394 group_2632
GCF_000018805_01396 group_972
GCF_000018805_01398 group_2629
GCF_000018805_01412 group_69
GCF_000018805_01488 araG_1
GCF_000018805_01493 group_941
GCF_000018805_01559 group_1347
GCF_000018805_01562 clpA_1
GCF_000018805_01575 group_2577
GCF_000018805_01579 ycaD_3
GCF_000018805_01589 group_5403
GCF_000018805_01613 group_1741
GCF_000018805_01665 group_326
GCF_000018805_01684 group_1493
GCF_000018805_01695 group_2351
GCF_000018805_01704 group_285
GCF_000018805_01707 group_283
GCF_000018805_01709 group_5404
GCF_000018805_01788 group_2225
GCF_000018805_01824 group_1235
GCF_000018805_01826 group_1617
GCF_000018805_01829 group_5405
GCF_000018805_01845 group_2212
GCF_000018805_01849 group_1231
GCF_000018805_01850 group_1227
GCF_000018805_01881 group_1022
GCF_000018805_01903 group_913
GCF_000018805_01936 group_261
GCF_000018805_01937 group_8964
GCF_000018805_01964 group_935
GCF_000018805_01969 fljB
GCF_000018805_02018 group_105
GCF_000018805_02086 group_2478
GCF_000018805_02112 group_8975
GCF_000018805_02129 group_5406
GCF_000018805_02134 group_1712
GCF_000018805_02153 group_1692
GCF_000018805_02156 group_5407
GCF_000018805_02166 group_1039
GCF_000018805_02179 group_1284
GCF_000018805_02180 group_2425
GCF_000018805_02201 group_2906
GCF_000018805_02223 group_2433
GCF_000018805_02228 amn_2
GCF_000018805_02229 group_1494
GCF_000018805_02232 group_808
GCF_000018805_02238 ilvB_2
GCF_000018805_02254 group_1046
GCF_000018805_02272 group_914
GCF_000018805_02273 group_275
GCF_000018805_02274 trpB_2
GCF_000018805_02277 group_635
GCF_000018805_02285 group_266
GCF_000018805_02383 group_398
GCF_000018805_02386 group_396
GCF_000018805_02387 shlA_3
GCF_000018805_02390 group_576
GCF_000018805_02451 group_5410
GCF_000018805_02468 group_5411
GCF_000018805_02472 phoH_1
GCF_000018805_02500 pdxY_1
GCF_000018805_02533 group_8976
GCF_000018805_02549 ppsR_1
GCF_000018805_02552 group_1035
GCF_000018805_02553 selO_2
GCF_000018805_02562 group_2398
GCF_000018805_02606 group_906
GCF_000018805_02635 group_1794
GCF_000018805_02640 htrE_5
GCF_000018805_02679 mntH_1
GCF_000018805_02712 rcsC_5
GCF_000018805_02715 group_2299
GCF_000018805_02759 group_6577
GCF_000018805_02764 group_9554
GCF_000018805_02825 group_103
GCF_000018805_02826 group_42
GCF_000018805_02827 group_229
GCF_000018805_02828 group_1226
GCF_000018805_02842 group_2186
GCF_000018805_02845 group_2189
GCF_000018805_02846 group_2188
GCF_000018805_02852 group_1214
GCF_000018805_02900 group_2778
GCF_000018805_02901 group_553
GCF_000018805_02903 group_554
GCF_000018805_02926 group_604
GCF_000018805_02931 group_938
GCF_000018805_02932 group_5412
GCF_000018805_02936 group_494
GCF_000018805_02953 group_5413
GCF_000018805_02955 group_1336
GCF_000018805_02960 group_2554
GCF_000018805_03029 rbsA_7
GCF_000018805_03063 group_1253
GCF_000018805_03067 group_713
GCF_000018805_03099 group_2279
GCF_000018805_03117 group_262
GCF_000018805_03118 group_8988
GCF_000018805_03126 hisF_2
GCF_000018805_03215 group_5414
GCF_000018805_03234 group_133
GCF_000018805_03238 group_1938
GCF_000018805_03307 group_8993
GCF_000018805_03311 group_3906
GCF_000018805_03336 group_228
GCF_000018805_03341 group_44
GCF_000018805_03351 group_2665
GCF_000018805_03429 group_1189
GCF_000018805_03448 group_1899
GCF_000018805_03450 group_2383
GCF_000018805_03508 group_1244
GCF_000018805_03509 chbA_1
GCF_000018805_03576 group_8681
GCF_000018805_03578 group_136
GCF_000018805_03606 group_878
GCF_000018805_03616 group_9390
GCF_000018805_03639 group_3907
GCF_000018805_03658 group_1853
GCF_000018805_03758 group_244
GCF_000018805_03763 group_245
GCF_000018805_03784 group_2716
GCF_000018805_03786 group_1807
GCF_000018805_03868 group_429
GCF_000018805_03872 yscU
GCF_000018805_03892 group_1548
GCF_000018805_03895 group_1546
GCF_000018805_03928 basS_1
GCF_000018805_04052 group_2825
GCF_000018805_04114 group_2862
GCF_000018805_04262 rop_2
GCF_000018805_04263 group_2924
GCF_000018805_04264 group_775
GCF_000018805_04265 group_1921
GCF_000018805_04266 group_1461
GCF_000018805_04267 group_3788
GCF_000018805_04268 higB2_2
GCF_000018805_04271 group_2890
GCF_000018805_04274 group_1914
GCF_000018805_04276 group_1425
GCF_000018805_04314 group_5415
GCF_000022805_00021 dsbA_1
GCF_000022805_00116 group_1164
GCF_000022805_00120 group_307
GCF_000022805_00121 group_305
GCF_000022805_00149 group_2843
GCF_000022805_00152 group_867
GCF_000022805_00154 exeD
GCF_000022805_00208 group_5417
GCF_000022805_00231 secY_2
GCF_000022805_00290 hemR_2
GCF_000022805_00301 group_1556
GCF_000022805_00383 group_2117
GCF_000022805_00463 thrA_1
GCF_000022805_00477 group_1390
GCF_000022805_00642 dnaG_1
GCF_000022805_00643 group_5418
GCF_000022805_00649 cca_1
GCF_000022805_00661 ygiC_2
GCF_000022805_00757 group_743
GCF_000022805_00823 group_387
GCF_000022805_00824 group_388
GCF_000022805_00825 group_8529
GCF_000022805_00943 group_2706
GCF_000022805_01008 group_5419
GCF_000022805_01059 group_2670
GCF_000022805_01152 group_8703
GCF_000022805_01157 group_2643
GCF_000022805_01353 group_1776
GCF_000022805_01356 group_2589
GCF_000022805_01416 group_823
GCF_000022805_01420 aat_2
GCF_000022805_01439 group_2571
GCF_000022805_01461 ycbB_2
GCF_000022805_01526 group_380
GCF_000022805_01527 group_370
GCF_000022805_01693 group_2404
GCF_000022805_01697 group_1687
GCF_000022805_01741 ycjX_2
GCF_000022805_01750 group_5420
GCF_000022805_01806 group_2529
GCF_000022805_01847 group_5421
GCF_000022805_01850 flhB_2
GCF_000022805_01887 group_1061
GCF_000022805_01889 group_1736
GCF_000022805_01913 group_5422
GCF_000022805_01966 group_5423
GCF_000022805_02044 group_8673
GCF_000022805_02066 group_5424
GCF_000022805_02090 group_5425
GCF_000022805_02276 group_632
GCF_000022805_02434 group_5426
GCF_000022805_02439 mgtB_1
GCF_000022805_02498 group_2363
GCF_000022805_02526 group_2355
GCF_000022805_02530 csy2_2
GCF_000022805_02549 group_286
GCF_000022805_02578 group_1267
GCF_000022805_02651 group_2256
GCF_000022805_02654 group_574
GCF_000022805_02666 group_1641
GCF_000022805_02676 group_1637
GCF_000022805_02701 group_8
GCF_000022805_02702 group_5
GCF_000022805_02703 group_8620
GCF_000022805_02721 group_2244
GCF_000022805_02779 nrdE_1
GCF_000022805_02794 fldA_1
GCF_000022805_02823 group_5428
GCF_000022805_02910 group_2341
GCF_000022805_02912 group_2343
GCF_000022805_02915 group_1668
GCF_000022805_02924 group_5429
GCF_000022805_02967 group_3012
GCF_000022805_03133 tmcA_1
GCF_000022805_03205 group_1007
GCF_000022805_03232 group_2182
GCF_000022805_03336 group_2167
GCF_000022805_03349 group_2164
GCF_000022805_03351 group_1602
GCF_000022805_03362 dcuB_3
GCF_000022805_03420 ccpA_2
GCF_000022805_03458 group_2151
GCF_000022805_03461 group_2149
GCF_000022805_03520 lptF_1
GCF_000022805_03632 nanT_2
GCF_000022805_03673 group_5431
GCF_000022805_03740 oapA
GCF_000022805_03744 cpdB_1
GCF_000022805_03793 group_2027
GCF_000022805_03795 group_2025
GCF_000022805_04035 group_692
GCF_000022805_04039 group_2064
GCF_000022805_04117 group_2808
GCF_000022805_04185 group_2867
GCF_000022805_04294 group_963
GCF_000022805_04402 group_100
GCF_000022805_04432 group_1885
GCF_000022825_00024 group_2806
GCF_000022825_00055 coaBC_1
GCF_000022825_00118 group_1167
GCF_000022825_00141 group_2839
GCF_000022825_00153 group_3014
GCF_000022825_00190 group_5432
GCF_000022825_00210 group_5433
GCF_000022825_00211 fusA_2
GCF_000022825_00233 rplF_2
GCF_000022825_00376 group_1563
GCF_000022825_00380 mutL_2
GCF_000022825_00382 group_1565
GCF_000022825_00433 group_2798
GCF_000022825_00436 group_5434
GCF_000022825_00438 rsmC_1
GCF_000022825_00522 group_1383
GCF_000022825_00525 group_5435
GCF_000022825_00561 murE_1
GCF_000022825_00628 group_2760
GCF_000022825_00646 group_590
GCF_000022825_00719 group_943
GCF_000022825_00741 group_639
GCF_000022825_00769 group_1902
GCF_000022825_00801 menE_1
GCF_000022825_00843 group_5436
GCF_000022825_00948 group_1805
GCF_000022825_00952 group_2710
GCF_000022825_00958 group_2704
GCF_000022825_00978 agaS_2
GCF_000022825_00987 group_1801
GCF_000022825_01046 group_5437
GCF_000022825_01117 group_1764
GCF_000022825_01120 group_5438
GCF_000022825_01150 group_2585
GCF_000022825_01156 caf1A
GCF_000022825_01182 group_1778
GCF_000022825_01185 yeiR_1
GCF_000022825_01192 group_2599
GCF_000022825_01220 group_1787
GCF_000022825_01317 group_2628
GCF_000022825_01321 bioA_3
GCF_000022825_01351 group_1896
GCF_000022825_01364 sdhA_1
GCF_000022825_01406 csdA_1
GCF_000022825_01410 gcvA_2
GCF_000022825_01445 tilS_2
GCF_000022825_01472 dnaQ_1
GCF_000022825_01476 pucI_2
GCF_000022825_01526 group_381
GCF_000022825_01568 group_2416
GCF_000022825_01573 sohB_2
GCF_000022825_01575 group_2420
GCF_000022825_01577 group_2422
GCF_000022825_01593 group_1694
GCF_000022825_01598 group_1287
GCF_000022825_01603 rsxE_2
GCF_000022825_01697 group_8618
GCF_000022825_01980 group_1710
GCF_000022825_01985 group_1714
GCF_000022825_02051 ycdX_2
GCF_000022825_02173 group_2489
GCF_000022825_02177 group_2492
GCF_000022825_02180 group_1058
GCF_000022825_02181 group_1725
GCF_000022825_02194 group_13
GCF_000022825_02235 uvrC_1
GCF_000022825_02251 group_1320
GCF_000022825_02254 putA_4
GCF_000022825_02275 group_1323
GCF_000022825_02298 group_2520
